"GEOID","NAME","variable","estimate","moe","pct100","pct149","pct150","universe","white","black","asian","hispuniverse","hisp","pctWht","pctBlk","pctAsn","pctHisp","pluWht","pluBlk","pluAsn","pluHisp","loginc","pctOwn","medAge","logHousVal","thouHousVal","medRent","logMedRent"
"13189950300","Census Tract 9503, McDuffie County, Georgia","B01001_001",3247,336,8.87528691660291,8.33970925784239,82.7850038255547,3247,1385,1817,0,3247,83,0.426547582383739,0.559593470896212,0,0.0255620572836464,0,1,0,0,9.95465583911053,73.2522796352584,44,11.4957793061353,98.3,663,6.49677499018586
"13189950400","Census Tract 9504, McDuffie County, Georgia","B01001_001",5253,436,22.7997637330183,3.248670998228,73.9515652687537,5253,2648,2575,0,5253,87,0.504092899295641,0.490196078431373,0,0.0165619645916619,1,0,0,0,9.81307038241166,46.1087420042644,43,11.4457167152768,93.5,664,6.49828214947643
"13189950500","Census Tract 9505, McDuffie County, Georgia","B01001_001",5286,432,10.1643598615917,6.87716262975779,82.9584775086505,5286,3745,1282,4,5286,163,0.708475217555808,0.242527430949678,0.000756715853197125,0.0308361710177828,1,0,0,0,10.0032423856731,71.6904276985743,36,11.34805082178,84.8,618,6.42648845745769
"13245000100","Census Tract 1, Richmond County, Georgia","B01001_001",3883,457,7.16871832005793,2.17233888486604,90.658942795076,3883,2117,1568,180,3883,112,0.545197012619109,0.40381148596446,0.0463559103785733,0.02884367756889,1,0,0,0,10.1962691005326,58.1246670218434,65,12.0358772685341,168.7,633,6.45047042214418
"13245000200","Census Tract 2, Richmond County, Georgia","B01001_001",2577,411,20.5219454329775,6.9988137603796,72.4792408066429,2577,1118,1347,33,2577,32,0.43383779588669,0.522700814901048,0.0128055878928987,0.0124175397749321,0,1,0,0,9.31766894972871,29.481733220051,66,10.9595402267854,57.5,524,6.26149168432104
"13245000300","Census Tract 3, Richmond County, Georgia","B01001_001",1170,174,18.4549356223176,19.9570815450644,61.587982832618,1170,436,722,0,1170,51,0.372649572649573,0.617094017094017,0,0.0435897435897436,0,1,0,0,9.64801448910636,30.4849884526559,76,10.8551454282476,51.8,714,6.57088296233958
"13245000600","Census Tract 6, Richmond County, Georgia","B01001_001",2564,419,21.7627856365615,10.5549510337323,67.6822633297062,2564,608,1956,0,2564,69,0.237129485179407,0.762870514820593,0,0.0269110764430577,0,1,0,0,9.63364539821268,25.5533199195171,68,10.7684849900227,47.5,730,6.59304453414244
"13245000700","Census Tract 7, Richmond County, Georgia","B01001_001",1037,219,27.7955271565495,1.91693290734824,70.2875399361022,1037,43,994,0,1037,13,0.0414657666345227,0.958534233365477,0,0.0125361620057859,0,1,0,0,9.43276366396591,44.6502057613169,58,11.1139393229598,67.1,679,6.5206211275587
"13245000900","Census Tract 9, Richmond County, Georgia","B01001_001",1345,288,15.4255319148936,11.436170212766,73.1382978723404,1345,9,1313,6,1345,2,0.00669144981412639,0.976208178438662,0.00446096654275093,0.00148698884758364,0,1,0,0,9.43348392329039,35.0678733031674,64,11.0852147479147,65.2,600,6.39692965521615
"13245001000","Census Tract 10, Richmond County, Georgia","B01001_001",2564,319,15.7581764122894,5.74826560951437,78.4935579781962,2564,1368,969,148,2564,37,0.533541341653666,0.37792511700468,0.0577223088923557,0.0144305772230889,1,0,0,0,9.94693011037896,39.5073891625616,68,11.6509467628676,114.8,775,6.65286302935335
"13245001100","Census Tract 11, Richmond County, Georgia","B01001_001",1919,196,3.42639593908629,3.80710659898477,92.7664974619289,1919,1763,96,50,1919,123,0.918707660239708,0.0500260552371027,0.0260552371026576,0.0640958832725378,1,0,0,0,10.5795140062877,65.7035175879397,79,12.7278382093345,337,780,6.65929391968364
"13245001200","Census Tract 12, Richmond County, Georgia","B01001_001",4893,547,7.36126840317101,5.7757644394111,86.8629671574179,4893,2079,2659,33,4893,113,0.424892703862661,0.543429388922951,0.00674432863274065,0.0230942162272634,0,1,0,0,9.95484584481127,49.6078431372549,60,11.403110598963,89.6,758,6.63068338564237
"13245001300","Census Tract 13, Richmond County, Georgia","B01001_001",1454,204,5.93471810089021,22.5519287833828,71.513353115727,1454,610,785,0,1454,0,0.419532324621733,0.539889958734525,0,0,0,1,0,0,9.90777833395328,65.7627118644068,65,11.4425030006737,93.2,829,6.7202201551353
"13245001400","Census Tract 14, Richmond County, Georgia","B01001_001",1623,317,18.8790560471976,12.9793510324484,68.141592920354,1623,97,1492,0,1623,57,0.059765865680838,0.919285274183611,0,0.0351201478743068,0,1,0,0,9.46800128531595,38.2300884955752,64,10.8874369328841,53.5,597,6.3919171133926
"13245001500","Census Tract 15, Richmond County, Georgia","B01001_001",684,147,6.77083333333333,7.29166666666667,85.9375,684,36,648,0,684,0,0.0526315789473684,0.947368421052632,0,0,0,1,0,0,9.41759841406017,41.2639405204461,70,10.6382564077869,41.7,563,6.33327962813969
"13245001601","Census Tract 16.01, Richmond County, Georgia","B01001_001",4802,635,31.1043566362715,7.39614994934144,61.499493414387,4802,1051,3638,38,4802,49,0.218867138692212,0.757600999583507,0.00791336942940441,0.0102040816326531,0,1,0,0,9.64497585738413,22.9308666017527,38,11.4710612608715,95.9,623,6.43454651878745
"13245001602","Census Tract 16.02, Richmond County, Georgia","B01001_001",4094,354,6.72169811320755,8.0188679245283,85.2594339622642,4094,3037,887,46,4094,74,0.741817293600391,0.216658524670249,0.0112359550561798,0.0180752320468979,1,0,0,0,10.4003460890735,64.8869346733668,57,12.4328097323545,250.9,778,6.65672652417839
"13245010101","Census Tract 101.01, Richmond County, Georgia","B01001_001",3128,479,6.03197674418605,10.0290697674419,83.9389534883721,3128,2531,388,53,3128,269,0.809143222506394,0.124040920716113,0.0169437340153453,0.085997442455243,1,0,0,0,10.2543556694411,53.0377668308703,56,11.689396608086,119.3,922,6.82654522355659
"13245010104","Census Tract 101.04, Richmond County, Georgia","B01001_001",3527,594,4.96380558428128,7.08376421923475,87.952430196484,3527,2303,712,414,3527,161,0.652962857952935,0.201871278707117,0.117380209810037,0.0456478593705699,1,0,0,0,10.5488615516244,48.9668127739512,29,11.6647878142795,116.4,825,6.71538338633468
"13245010105","Census Tract 101.05, Richmond County, Georgia","B01001_001",4499,374,12.2664111164351,4.36032582654528,83.3732630570196,4499,3640,739,77,4499,213,0.809068681929318,0.164258724160925,0.0171149144254279,0.04734385418982,1,0,0,0,10.1894180919491,70.0052994170641,40,11.7729793703045,129.7,867,6.76503897678054
"13245010106","Census Tract 101.06, Richmond County, Georgia","B01001_001",4574,497,6.01254149760236,9.33234968646256,84.6551088159351,4574,2528,1839,81,4574,80,0.552689112374289,0.40205509400962,0.0177087888062965,0.0174901617839965,1,0,0,0,10.2442363459246,27.6845637583893,26,11.6977439019628,120.3,836,6.7286286130847
"13245010107","Census Tract 101.07, Richmond County, Georgia","B01001_001",2272,389,14.0822784810127,9.17721518987342,76.7405063291139,2272,1116,704,146,2272,53,0.491197183098592,0.309859154929577,0.0642605633802817,0.0233274647887324,1,0,0,0,10.2786309007579,30.0805729632945,36,11.9760303525248,158.9,815,6.70318811324086
"13245010201","Census Tract 102.01, Richmond County, Georgia","B01001_001",4242,608,1.97095435684647,6.43153526970954,91.597510373444,4242,3671,323,165,4242,48,0.865393682225365,0.0761433286185761,0.0388967468175389,0.0113154172560113,1,0,0,0,10.7871104541459,83.2395950506187,42,12.1771586353655,194.3,1069,6.97447891102505
"13245010203","Census Tract 102.03, Richmond County, Georgia","B01001_001",4375,460,9.12884715701617,8.08555033907147,82.7856025039124,4375,1478,2554,178,4375,129,0.337828571428571,0.583771428571429,0.0406857142857143,0.0294857142857143,0,1,0,0,10.175040243058,40.3234802007808,35,11.5356649519397,102.3,864,6.76157276880406
